8.765760531653568870e-04,7.677795814504453096e-04,1.998181654694228216e-04,1.483943728853801957e-04
7.677795814504453096e-04,1.367002088475412951e-03,6.887645286267757023e-05,2.131287297527706729e-04
1.998181654694228216e-04,6.887645286267757023e-05,3.033160458903033218e-03,2.329644729178800312e-03
1.483943728853801957e-04,2.131287297527706729e-04,2.329644729178800312e-03,2.523781789943700411e-03
