ptb_rate,seed,degree_centrality,degree_centrality_train,degree_centrality_val,degree_centrality_test,pagerank,pagerank_train,pagerank_val,pagerank_test
0.0,0.0,0.0018566398482111907,0.001836066401990544,0.0018950473568173747,0.0018593792320463001,5.297732570459843e-05,5.255293185796189e-05,5.380895608269792e-05,5.2994483019772035e-05
