ptb_rate,seed,community_label_correlation,community_sens_correlation,seed_comm
0.05,42,0.0066010965136018545,0.22930155721876264,42
0.05,42,0.009481336553936104,0.2199102348580592,0
0.05,42,0.007566652214325016,0.2460482154278702,1
0.05,42,0.0097392027725647,0.2820091802031521,2
0.05,42,0.008459257042403868,0.2647363285006535,100
0.05,0,0.0074176773877123355,0.2640792293368692,42
0.05,0,0.007211443602206502,0.225364282646125,0
0.05,0,0.008652098285723147,0.19246721172490183,1
0.05,0,0.006955532484848267,0.2156507786451966,2
0.05,0,0.012245781876359411,0.18320073265301257,100
0.05,1,0.010815843901142158,0.19734425982176848,42
0.05,1,0.011415396174567723,0.1924846709372663,0
0.05,1,0.006887947592721092,0.23710193428052506,1
0.05,1,0.006387468529612758,0.23705767125095212,2
0.05,1,0.009967192490293517,0.19195956356526417,100
0.05,2,0.013475517812517747,0.32107966077740363,42
0.05,2,0.007942326911660389,0.19954028571351526,0
0.05,2,0.0077541321988076825,0.21108895542090086,1
0.05,2,0.009412475826030088,0.398368882936672,2
0.05,2,0.008513341155558662,0.22899633974363795,100
0.05,100,0.00995534064639906,0.21732093781526818,42
0.05,100,0.010544847108910701,0.19294845814995634,0
0.05,100,0.010565586794412,0.2048156927487702,1
0.05,100,0.008176678148233746,0.2164372346349285,2
0.05,100,0.011516016174861862,0.183997220275342,100
0.1,42,0.00995534064639906,0.21732093781526818,42
0.1,42,0.010544847108910701,0.19294845814995634,0
0.1,42,0.010565586794412,0.2048156927487702,1
0.1,42,0.008176678148233746,0.2164372346349285,2
0.1,42,0.011516016174861862,0.183997220275342,100
0.1,0,0.00995534064639906,0.21732093781526818,42
0.1,0,0.010544847108910701,0.19294845814995634,0
0.1,0,0.010565586794412,0.2048156927487702,1
0.1,0,0.008176678148233746,0.2164372346349285,2
0.1,0,0.011516016174861862,0.183997220275342,100
0.1,1,0.00995534064639906,0.21732093781526818,42
0.1,1,0.010544847108910701,0.19294845814995634,0
0.1,1,0.010565586794412,0.2048156927487702,1
0.1,1,0.008176678148233746,0.2164372346349285,2
0.1,1,0.011516016174861862,0.183997220275342,100
0.1,2,0.00995534064639906,0.21732093781526818,42
0.1,2,0.010544847108910701,0.19294845814995634,0
0.1,2,0.010565586794412,0.2048156927487702,1
0.1,2,0.008176678148233746,0.2164372346349285,2
0.1,2,0.011516016174861862,0.183997220275342,100
0.1,100,0.00995534064639906,0.21732093781526818,42
0.1,100,0.010544847108910701,0.19294845814995634,0
0.1,100,0.010565586794412,0.2048156927487702,1
0.1,100,0.008176678148233746,0.2164372346349285,2
0.1,100,0.011516016174861862,0.183997220275342,100
0.15,42,0.009287774623183406,0.47145316993824377,42
0.15,42,0.009861857037468348,0.5420256600938868,0
0.15,42,0.011056338639311589,0.6890396767720557,1
0.15,42,0.010086859503957988,0.5497789357645108,2
0.15,42,0.008706427275466172,0.7323342918563904,100
0.15,0,0.008709983476988837,0.471374293894994,42
