ptb_rate,seed,label_homophily_macro,label_homophily_micro,sens_homophily_macro,sens_homophily_micro
0.05,42.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.05,0.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.05,1.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.05,2.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.05,100.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.1,42.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.1,0.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.1,1.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.1,2.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.1,100.0,0.604519537145732,0.6072458110772666,0.8017776287103807,0.79892521630747
0.15,42.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.15,0.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.15,1.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.15,2.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.15,100.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.2,42.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.2,0.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.2,1.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.2,2.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.2,100.0,0.602066290279218,0.6029735908734721,0.7846526097476668,0.7777112548918756
0.25,42.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.25,0.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.25,1.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.25,2.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.25,100.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.3,42.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.3,0.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.3,1.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.3,2.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
0.3,100.0,0.6005461767626614,0.6015433188291957,0.7685841963399064,0.7592358447386366
