ptb_rate,seed,degree_centrality,degree_centrality_train,degree_centrality_val,degree_centrality_test,pagerank,pagerank_train,pagerank_val,pagerank_test
0.05,42.0,0.00038889074080247115,0.00038190161894285365,0.00039187972932431083,0.0003998799959998667,3.3333333333333335e-05,3.3248119252256234e-05,3.342515250088048e-05,3.341194232794039e-05
0.05,0.0,0.00038889074080247115,0.0003881751613942687,0.00037989710768136716,0.00039931553273998024,3.333333333333334e-05,3.3385446548523554e-05,3.328308708839429e-05,3.327935314789194e-05
0.05,1.0,0.00038889074080247115,0.0003885107281353823,0.00038248386057313026,0.00039605764636599,3.333333333333333e-05,3.334512338136477e-05,3.336930605234879e-05,3.327378051825499e-05
0.05,2.0,0.0003888907408024711,0.00039310421458493063,0.00037669700101114484,0.0003926575330288787,3.3333333333333335e-05,3.3379234841235935e-05,3.3258899380661416e-05,3.331596427020006e-05
0.05,100.0,0.00038889074080247115,0.0003938642399191084,0.000382021622942987,0.0003858128604286809,3.3333333333333335e-05,3.340854220213461e-05,3.32133387529402e-05,3.330291017612392e-05
0.1,42.0,0.00038889074080247115,0.0003817949487205129,0.00039175083613898244,0.00040022222962987647,3.3333333333333335e-05,3.324058055383077e-05,3.341434797398907e-05,3.343782425168272e-05
0.1,0.0,0.00038889074080247115,0.0003877951487271798,0.00037998599953331777,0.0003999866662222074,3.3333333333333335e-05,3.336758347034785e-05,3.329262085135013e-05,3.330554554128752e-05
0.1,1.0,0.00038889074080247115,0.00038854628487616257,0.00038236385657299687,0.0003961065368845628,3.3333333333333335e-05,3.3330834129092784e-05,3.339142889455605e-05,3.328023618059171e-05
0.1,2.0,0.00038889074080247115,0.00039291087480693794,0.00037633698901074484,0.000393404224585264,3.3333333333333335e-05,3.338144893153921e-05,3.323661708072871e-05,3.333381838952621e-05
0.1,100.0,0.00038889074080247115,0.0003938642399191084,0.000382021622942987,0.0003858128604286809,3.3333333333333335e-05,3.340854220213461e-05,3.32133387529402e-05,3.330291017612392e-05
0.15,42.0,0.00042275409180306007,0.0004150516128315388,0.00042651643943687013,0.0004343967021122926,3.333333333333334e-05,3.323133458615587e-05,3.344597947870064e-05,3.3424684682320975e-05
0.15,0.0,0.00042275409180306007,0.0004223829683211663,0.00041323155216284985,0.000433018878407058,3.3333333333333335e-05,3.339016075559376e-05,3.3267102538192284e-05,3.328590928395354e-05
0.15,1.0,0.00042275409180306007,0.00042223185217285026,0.0004164094358700845,0.0004301432269964554,3.3333333333333335e-05,3.334046099577093e-05,3.335442314694784e-05,3.329798819484364e-05
0.15,2.0,0.00042275409180306007,0.00042683422780759355,0.0004107514694934275,0.0004265964421036257,3.3333333333333335e-05,3.337660523817663e-05,3.326992888550076e-05,3.3310193971479325e-05
0.15,100.0,0.00042275409180306007,0.00042786315099392207,0.00041555162949876107,0.00041973843572563527,3.3333333333333335e-05,3.339765633294927e-05,3.3220013730753436e-05,3.331800693668136e-05
