ptb_rate,seed,community_label_correlation,community_sens_correlation,seed_comm
0.05,42,0.32153280142661494,0.016117546999114093,42
0.05,42,0.24794570381142542,0.015072729147567266,0
0.05,42,0.2900615744436826,0.014449898536814335,1
0.05,42,0.2815068591022953,0.014521938739620347,2
0.05,42,0.30306574137326975,0.015628859891418635,100
0.05,0,0.3255502362203892,0.015240869016396864,42
0.05,0,0.32584163142316835,0.01565529174645069,0
0.05,0,0.2844526053690586,0.01513638405145156,1
0.05,0,0.301939215570812,0.014968717618939267,2
0.05,0,0.2823375287048079,0.01475861841924293,100
0.05,1,0.3327316902057488,0.01581942837705036,42
0.05,1,0.2938685513605421,0.01488218408788318,0
0.05,1,0.2989959211167279,0.015034899527011569,1
0.05,1,0.2802448723885857,0.01580426453345771,2
0.05,1,0.21856895409123547,0.013818333982925876,100
0.05,2,0.3313419107485294,0.015769764826471345,42
0.05,2,0.3218606515668001,0.015486651734366785,0
0.05,2,0.24917012898946683,0.014684134309588148,1
0.05,2,0.2599465763076027,0.013486440545474392,2
0.05,2,0.30302544530707104,0.015004978904263827,100
0.05,100,0.2929985508534433,0.014361749874326896,42
0.05,100,0.26227131235617174,0.015352502564783215,0
0.05,100,0.30278555572586663,0.013008422851242636,1
0.05,100,0.2975058466788274,0.01568986610221669,2
0.05,100,0.2712248311558233,0.0150086554100992,100
0.1,42,0.2929985508534433,0.014361749874326896,42
0.1,42,0.26227131235617174,0.015352502564783215,0
0.1,42,0.30278555572586663,0.013008422851242636,1
0.1,42,0.2975058466788274,0.01568986610221669,2
0.1,42,0.2712248311558233,0.0150086554100992,100
0.1,0,0.2929985508534433,0.014361749874326896,42
0.1,0,0.26227131235617174,0.015352502564783215,0
0.1,0,0.30278555572586663,0.013008422851242636,1
0.1,0,0.2975058466788274,0.01568986610221669,2
0.1,0,0.2712248311558233,0.0150086554100992,100
0.1,1,0.2929985508534433,0.014361749874326896,42
0.1,1,0.26227131235617174,0.015352502564783215,0
0.1,1,0.30278555572586663,0.013008422851242636,1
0.1,1,0.2975058466788274,0.01568986610221669,2
0.1,1,0.2712248311558233,0.0150086554100992,100
0.1,2,0.2929985508534433,0.014361749874326896,42
0.1,2,0.26227131235617174,0.015352502564783215,0
0.1,2,0.30278555572586663,0.013008422851242636,1
0.1,2,0.2975058466788274,0.01568986610221669,2
0.1,2,0.2712248311558233,0.0150086554100992,100
0.1,100,0.2929985508534433,0.014361749874326896,42
0.1,100,0.26227131235617174,0.015352502564783215,0
0.1,100,0.30278555572586663,0.013008422851242636,1
0.1,100,0.2975058466788274,0.01568986610221669,2
0.1,100,0.2712248311558233,0.0150086554100992,100
0.15,42,0.2819562891107004,0.015529798390876018,42
0.15,42,0.28509319884930107,0.014769661879069005,0
0.15,42,0.2913127346340911,0.015618347082494289,1
0.15,42,0.25502508990599393,0.014751181202068442,2
0.15,42,0.31194474898545455,0.015994374608415064,100
0.15,0,0.2584291531849347,0.01439453213472423,42
0.15,0,0.2845798757998153,0.014227426841851966,0
0.15,0,0.28250597723599263,0.014220417594790726,1
0.15,0,0.30953805409831453,0.016021651909465726,2
0.15,0,0.26483933394467063,0.013841649524674352,100
0.15,1,0.3217920866735425,0.01601423307973971,42
0.15,1,0.2589313610362265,0.013931775234284701,0
0.15,1,0.24512558158167064,0.014595486395719585,1
0.15,1,0.29210143687761286,0.014796034065769596,2
0.15,1,0.2898475877323954,0.015355853852064054,100
0.15,2,0.24144442450767267,0.015452671032183214,42
0.15,2,0.2475837745542437,0.015186527577777862,0
0.15,2,0.23397606722474337,0.016232922191442862,1
0.15,2,0.2833332312942418,0.01511922080522002,2
0.15,2,0.26974103122748433,0.015870102657252347,100
0.15,100,0.23822437818493997,0.013923727032765777,42
0.15,100,0.27153500381966794,0.012966154277341078,0
0.15,100,0.3003147208382002,0.015452694351162057,1
0.15,100,0.2923557745882698,0.01517765164324438,2
0.15,100,0.2632988940693598,0.013970912418643778,100
0.2,42,0.23822437818493997,0.013923727032765777,42
0.2,42,0.27153500381966794,0.012966154277341078,0
0.2,42,0.3003147208382002,0.015452694351162057,1
0.2,42,0.2923557745882698,0.01517765164324438,2
0.2,42,0.2632988940693598,0.013970912418643778,100
0.2,0,0.23822437818493997,0.013923727032765777,42
0.2,0,0.27153500381966794,0.012966154277341078,0
0.2,0,0.3003147208382002,0.015452694351162057,1
0.2,0,0.2923557745882698,0.01517765164324438,2
0.2,0,0.2632988940693598,0.013970912418643778,100
0.2,1,0.23822437818493997,0.013923727032765777,42
0.2,1,0.27153500381966794,0.012966154277341078,0
0.2,1,0.3003147208382002,0.015452694351162057,1
0.2,1,0.2923557745882698,0.01517765164324438,2
0.2,1,0.2632988940693598,0.013970912418643778,100
0.2,2,0.23822437818493997,0.013923727032765777,42
0.2,2,0.27153500381966794,0.012966154277341078,0
0.2,2,0.3003147208382002,0.015452694351162057,1
0.2,2,0.2923557745882698,0.01517765164324438,2
0.2,2,0.2632988940693598,0.013970912418643778,100
0.2,100,0.23822437818493997,0.013923727032765777,42
0.2,100,0.27153500381966794,0.012966154277341078,0
0.2,100,0.3003147208382002,0.015452694351162057,1
0.2,100,0.2923557745882698,0.01517765164324438,2
0.2,100,0.2632988940693598,0.013970912418643778,100
0.25,42,0.23830524310237292,0.013010901172287915,42
0.25,42,0.3275914516993744,0.017359161267578044,0
0.25,42,0.27073281049654424,0.015477224079422492,1
0.25,42,0.23927083145070618,0.015030824969071727,2
0.25,42,0.2498278685018867,0.013666116880808642,100
0.25,0,0.28672420555101336,0.015191846467046818,42
0.25,0,0.24356904726267703,0.015025604902338816,0
0.25,0,0.24715294532770363,0.013120667316012722,1
0.25,0,0.28427831370072487,0.016148880088497252,2
0.25,0,0.2421475088099986,0.01463655716834722,100
0.25,1,0.2675374631952528,0.01507451975214898,42
0.25,1,0.21778296214131043,0.013960240533480044,0
0.25,1,0.2500441334756538,0.014389607788550935,1
0.25,1,0.28314841833264837,0.015529610400135318,2
0.25,1,0.2724242903150594,0.01486350491771863,100
0.25,2,0.2420098219195859,0.014939669462732839,42
0.25,2,0.2725433559340266,0.014013510765932645,0
0.25,2,0.22493525007356222,0.013491829272165518,1
0.25,2,0.20730505906703506,0.014423133971446445,2
0.25,2,0.23825185136914628,0.013437708941318315,100
0.25,100,0.24171623637683134,0.014888058586812488,42
0.25,100,0.28337432834071263,0.015163126708989701,0
0.25,100,0.25706652548161324,0.01425563868481793,1
0.25,100,0.20397710031142902,0.01363097765591823,2
0.25,100,0.2468569458785913,0.015732030998615004,100
0.3,42,0.24171623637683134,0.014888058586812488,42
0.3,42,0.28337432834071263,0.015163126708989701,0
0.3,42,0.25706652548161324,0.01425563868481793,1
0.3,42,0.20397710031142902,0.01363097765591823,2
