ptb_rate,seed,community_label_correlation,community_sens_correlation,seed_comm
0.05,42,0.10500077082887152,0.15458524854488903,42
0.05,42,0.09720191558927065,0.12734556904411307,0
0.05,42,0.08424309591167081,0.12931758941026308,1
0.05,42,0.09181484714254674,0.19041249435537277,2
0.05,42,0.12779657887514065,0.13696910541717708,100
0.05,0,0.1402423382019216,0.18181619848649988,42
0.05,0,0.13380790162524245,0.22141480040240033,0
0.05,0,0.11067497507279822,0.10512429135283513,1
0.05,0,0.1280640410118412,0.15549238028985685,2
0.05,0,0.043712883769571144,0.05650973176961791,100
0.05,1,0.09174890792315643,0.15907463760019777,42
0.05,1,0.1444049324801406,0.13619907506628942,0
0.05,1,0.04332077531861172,0.10240963382199224,1
0.05,1,0.10881469385105787,0.20717794300864592,2
0.05,1,0.10449120312392805,0.20882683097832397,100
0.05,2,0.06138730681025365,0.16988084158712288,42
0.05,2,0.08739033796908141,0.1256181436905916,0
0.05,2,0.10571835658116423,0.13708407232798783,1
0.05,2,0.07220436709988803,0.12666879786799493,2
0.05,2,0.0955655037816055,0.1597761986216155,100
0.05,100,0.12389094308743422,0.20471165136909114,42
0.05,100,0.0815191031219272,0.09398744852152606,0
0.05,100,0.14548709141992539,0.18152389495613902,1
0.05,100,0.1329135726914939,0.1628940482501955,2
0.05,100,0.10468505771891887,0.1076807017655473,100
0.1,42,0.12389094308743422,0.20471165136909114,42
0.1,42,0.0815191031219272,0.09398744852152606,0
0.1,42,0.14548709141992539,0.18152389495613902,1
0.1,42,0.1329135726914939,0.1628940482501955,2
0.1,42,0.10468505771891887,0.1076807017655473,100
0.1,0,0.12389094308743422,0.20471165136909114,42
0.1,0,0.0815191031219272,0.09398744852152606,0
0.1,0,0.14548709141992539,0.18152389495613902,1
0.1,0,0.1329135726914939,0.1628940482501955,2
0.1,0,0.10468505771891887,0.1076807017655473,100
0.1,1,0.12389094308743422,0.20471165136909114,42
0.1,1,0.0815191031219272,0.09398744852152606,0
0.1,1,0.14548709141992539,0.18152389495613902,1
0.1,1,0.1329135726914939,0.1628940482501955,2
0.1,1,0.10468505771891887,0.1076807017655473,100
0.1,2,0.12389094308743422,0.20471165136909114,42
0.1,2,0.0815191031219272,0.09398744852152606,0
0.1,2,0.14548709141992539,0.18152389495613902,1
0.1,2,0.1329135726914939,0.1628940482501955,2
0.1,2,0.10468505771891887,0.1076807017655473,100
0.1,100,0.12389094308743422,0.20471165136909114,42
0.1,100,0.0815191031219272,0.09398744852152606,0
0.1,100,0.14548709141992539,0.18152389495613902,1
0.1,100,0.1329135726914939,0.1628940482501955,2
0.1,100,0.10468505771891887,0.1076807017655473,100
0.15,42,0.10590399937835895,0.22625348023318986,42
0.15,42,0.131470512696675,0.26148192998481024,0
0.15,42,0.08740137436370925,0.11443032748284765,1
0.15,42,0.1375848735425942,0.18695225745689448,2
0.15,42,0.1310860194208228,0.20571677242490763,100
0.15,0,0.15121270538289852,0.299484342978368,42
0.15,0,0.1231036931094271,0.18980434935468796,0
0.15,0,0.12411942923163884,0.22925076622993712,1
0.15,0,0.1453688622543793,0.14607899444250963,2
0.15,0,0.14321479087256253,0.15840025624259754,100
0.15,1,0.14912637658227376,0.23858750522786606,42
0.15,1,0.10265434373308546,0.14135256099611787,0
0.15,1,0.07284384430241123,0.22312310185886342,1
0.15,1,0.1273191307143644,0.19609941482096283,2
0.15,1,0.0824580785099971,0.125997902634443,100
0.15,2,0.15413059079448757,0.20579532579782867,42
0.15,2,0.12312824873522636,0.13302348914719134,0
0.15,2,0.11321433378396462,0.12164614445964128,1
0.15,2,0.10998642824080371,0.16208675591304939,2
0.15,2,0.11582146956590374,0.1568414600651375,100
0.15,100,0.13259088353858448,0.21285980226538703,42
0.15,100,0.13891840367188957,0.25379182960672,0
0.15,100,0.10741345277065191,0.230175918630157,1
0.15,100,0.12245212077171097,0.21209716574689916,2
0.15,100,0.11670886272598706,0.20524596267136705,100
0.2,42,0.13259088353858448,0.21285980226538703,42
0.2,42,0.13891840367188957,0.25379182960672,0
0.2,42,0.10741345277065191,0.230175918630157,1
0.2,42,0.12245212077171097,0.21209716574689916,2
