ptb_rate,seed,label_homophily_macro,label_homophily_micro,sens_homophily_macro,sens_homophily_micro
0.05,42.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.05,0.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.05,1.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.05,2.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.05,100.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.1,42.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.1,0.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.1,1.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.1,2.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.1,100.0,0.7033058087373925,0.7276872615942307,0.8977456498757107,0.8695056696233752
0.15,42.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.15,0.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.15,1.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.15,2.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.15,100.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.2,42.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.2,0.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.2,1.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.2,2.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.2,100.0,0.6991135087387217,0.7170856863166801,0.8924958462153237,0.8643422512568166
0.25,42.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.25,0.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.25,1.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.25,2.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.25,100.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.3,42.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.3,0.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.3,1.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.3,2.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
0.3,100.0,0.6969337350008622,0.7131686152800948,0.8903985231618132,0.8629010403207585
