ptb_rate,seed,label_homophily_macro,label_homophily_micro,sens_homophily_macro,sens_homophily_micro
0.05,42.0,0.7033343809823138,0.7309547419576172,0.8978713677533644,0.8711494675531728
0.05,0.0,0.7035286722477785,0.7313644102451565,0.897482785222435,0.8706535308165313
0.05,1.0,0.7037058201662905,0.731447326382277,0.8975170719163404,0.8708707010940058
0.05,2.0,0.7034372410640304,0.7311904350297417,0.8979227977942227,0.871348205702181
0.05,100.0,0.7038943969827709,0.7316559843713726,0.897528500814309,0.8706034624458137
0.1,42.0,0.7038943969827709,0.7316559843713726,0.897528500814309,0.8706034624458137
0.1,0.0,0.7038943969827709,0.7316559843713726,0.897528500814309,0.8706034624458137
0.1,1.0,0.7038943969827709,0.7316559843713726,0.897528500814309,0.8706034624458137
0.1,2.0,0.7038943969827709,0.7316559843713726,0.897528500814309,0.8706034624458137
0.1,100.0,0.7038943969827709,0.7316559843713726,0.897528500814309,0.8706034624458137
0.15,42.0,0.6993318719675345,0.720908290318422,0.8929155299028034,0.8669001108001982
0.15,0.0,0.6992950749869896,0.7208919004679394,0.8921638201573859,0.8657820314183715
0.15,1.0,0.6996472746579195,0.7211047106458214,0.8930890013825151,0.8670529936700125
0.15,2.0,0.6991951974683678,0.7207089065378143,0.8929943805753996,0.8669022136759466
0.15,100.0,0.7000362713093943,0.7218142456837388,0.8929575835948548,0.8666117946528527
0.2,42.0,0.7000362713093943,0.7218142456837388,0.8929575835948548,0.8666117946528527
0.2,0.0,0.7000362713093943,0.7218142456837388,0.8929575835948548,0.8666117946528527
0.2,1.0,0.7000362713093943,0.7218142456837388,0.8929575835948548,0.8666117946528527
0.2,2.0,0.7000362713093943,0.7218142456837388,0.8929575835948548,0.8666117946528527
0.2,100.0,0.7000362713093943,0.7218142456837388,0.8929575835948548,0.8666117946528527
0.25,42.0,0.6955920786875034,0.7124564113325278,0.8884806128358747,0.8635267324169114
0.25,0.0,0.6961761027103581,0.7132066625955682,0.8882080682918757,0.8627763189462143
0.25,1.0,0.6967747273337843,0.7138380105168988,0.8891814416633004,0.8637933716444778
0.25,2.0,0.6963853779852145,0.7137355510754764,0.8888553615838731,0.8635907590847266
0.25,100.0,0.6967698604669272,0.71403666644121,0.8888358941164447,0.8633501886256117
0.3,42.0,0.6967698604669272,0.71403666644121,0.8888358941164447,0.8633501886256117
0.3,0.0,0.6967698604669272,0.71403666644121,0.8888358941164447,0.8633501886256117
0.3,1.0,0.6967698604669272,0.71403666644121,0.8888358941164447,0.8633501886256117
0.3,2.0,0.6967698604669272,0.71403666644121,0.8888358941164447,0.8633501886256117
0.3,100.0,0.6967698604669272,0.71403666644121,0.8888358941164447,0.8633501886256117
