ptb_rate,seed,label_homophily_macro,label_homophily_micro,sens_homophily_macro,sens_homophily_micro
0.05,42.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.05,0.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.05,1.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.05,2.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.05,100.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.1,42.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.1,0.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.1,1.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.1,2.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.1,100.0,0.7696699684242398,0.7813601887382547,0.5466787779171532,0.5377228677917198
0.15,42.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.15,0.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.15,1.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.15,2.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.15,100.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.2,42.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.2,0.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.2,1.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.2,2.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.2,100.0,0.7664114145467964,0.7783437630954891,0.5466962633263632,0.5380291423320498
0.25,42.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.25,0.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.25,1.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.25,2.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.25,100.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.3,42.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.3,0.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.3,1.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.3,2.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
0.3,100.0,0.7664107463642916,0.7783415160344915,0.5466749430758493,0.5379672571030363
