ptb_rate,seed,community_label_correlation,community_sens_correlation,seed_comm
0.05,42,0.26824634177864354,0.015832961844018174,42
0.05,42,0.289353921886352,0.015539650114124903,0
0.05,42,0.342883952916286,0.01626222224076233,1
0.05,42,0.23735632816169283,0.0149371818970816,2
0.05,42,0.29536513087183547,0.015406821077030241,100
0.05,0,0.2641124921654331,0.015692223309815817,42
0.05,0,0.27531670038519895,0.013246287298648818,0
0.05,0,0.3201833230831238,0.015102039226734741,1
0.05,0,0.30088119296407845,0.01567317872569314,2
0.05,0,0.2887381235255708,0.014454784025042333,100
0.05,1,0.2977838904479772,0.014741877474075035,42
0.05,1,0.2775907312834501,0.015175327636765953,0
0.05,1,0.2760870630473997,0.014078525541991457,1
0.05,1,0.2748860514600984,0.01472782418255932,2
0.05,1,0.31329554706892926,0.014948122942195928,100
0.05,2,0.3162563808213248,0.014034491399451227,42
0.05,2,0.28524847633860645,0.014359370729241445,0
0.05,2,0.27508320180951756,0.014042430962510804,1
0.05,2,0.30372895197761224,0.014672010767079618,2
0.05,2,0.2698604631756669,0.014877211669855159,100
0.05,100,0.28960137585270457,0.015480979595114496,42
0.05,100,0.28355478453824057,0.015234501380755452,0
0.05,100,0.3256434537597593,0.014456586252931619,1
0.05,100,0.358188424877553,0.015891725926437873,2
0.05,100,0.3181394729562892,0.01718741077310257,100
0.1,42,0.28960137585270457,0.015480979595114496,42
0.1,42,0.28355478453824057,0.015234501380755452,0
0.1,42,0.3256434537597593,0.014456586252931619,1
0.1,42,0.358188424877553,0.015891725926437873,2
0.1,42,0.3181394729562892,0.01718741077310257,100
0.1,0,0.28960137585270457,0.015480979595114496,42
0.1,0,0.28355478453824057,0.015234501380755452,0
0.1,0,0.3256434537597593,0.014456586252931619,1
0.1,0,0.358188424877553,0.015891725926437873,2
0.1,0,0.3181394729562892,0.01718741077310257,100
0.1,1,0.28960137585270457,0.015480979595114496,42
0.1,1,0.28355478453824057,0.015234501380755452,0
0.1,1,0.3256434537597593,0.014456586252931619,1
0.1,1,0.358188424877553,0.015891725926437873,2
0.1,1,0.3181394729562892,0.01718741077310257,100
0.1,2,0.28960137585270457,0.015480979595114496,42
0.1,2,0.28355478453824057,0.015234501380755452,0
0.1,2,0.3256434537597593,0.014456586252931619,1
0.1,2,0.358188424877553,0.015891725926437873,2
0.1,2,0.3181394729562892,0.01718741077310257,100
0.1,100,0.28960137585270457,0.015480979595114496,42
0.1,100,0.28355478453824057,0.015234501380755452,0
0.1,100,0.3256434537597593,0.014456586252931619,1
0.1,100,0.358188424877553,0.015891725926437873,2
0.1,100,0.3181394729562892,0.01718741077310257,100
0.15,42,0.27794446470510736,0.014249965704571573,42
0.15,42,0.2926862732105861,0.014101354824175185,0
0.15,42,0.3169818982186945,0.015677093590094577,1
0.15,42,0.28095555564207625,0.015006043625822672,2
0.15,42,0.315188028332673,0.013173810623295769,100
0.15,0,0.2935060305246065,0.015453017393607963,42
0.15,0,0.2114092728563924,0.013728329200920174,0
0.15,0,0.299308150327586,0.014920546520561375,1
0.15,0,0.29102245769833507,0.01573240879292141,2
0.15,0,0.26118901116131804,0.014454527587921255,100
0.15,1,0.3130425284816034,0.014869517437505397,42
0.15,1,0.30110409759328616,0.015586791209451705,0
0.15,1,0.3216692930049507,0.01552623035547013,1
0.15,1,0.3261808411863066,0.01746871780980802,2
0.15,1,0.27885056327084584,0.014501179378916018,100
0.15,2,0.3264931812667797,0.014188720234317302,42
0.15,2,0.297200084989511,0.015011412610755847,0
0.15,2,0.2881805442982778,0.016581979837729778,1
0.15,2,0.23403517989981185,0.013174866883997164,2
0.15,2,0.2896600637054969,0.014925919013173593,100
0.15,100,0.3380259288035855,0.01602121036184877,42
0.15,100,0.2836546426725292,0.014336307466874748,0
0.15,100,0.3202239704924631,0.017013930161066552,1
0.15,100,0.26793074373816816,0.01473488766882775,2
0.15,100,0.19509835118869953,0.011164750854995204,100
0.2,42,0.3380259288035855,0.01602121036184877,42
0.2,42,0.2836546426725292,0.014336307466874748,0
0.2,42,0.3202239704924631,0.017013930161066552,1
0.2,42,0.26793074373816816,0.01473488766882775,2
0.2,42,0.19509835118869953,0.011164750854995204,100
0.2,0,0.3380259288035855,0.01602121036184877,42
0.2,0,0.2836546426725292,0.014336307466874748,0
0.2,0,0.3202239704924631,0.017013930161066552,1
0.2,0,0.26793074373816816,0.01473488766882775,2
0.2,0,0.19509835118869953,0.011164750854995204,100
0.2,1,0.3380259288035855,0.01602121036184877,42
0.2,1,0.2836546426725292,0.014336307466874748,0
0.2,1,0.3202239704924631,0.017013930161066552,1
0.2,1,0.26793074373816816,0.01473488766882775,2
0.2,1,0.19509835118869953,0.011164750854995204,100
0.2,2,0.3380259288035855,0.01602121036184877,42
0.2,2,0.2836546426725292,0.014336307466874748,0
0.2,2,0.3202239704924631,0.017013930161066552,1
0.2,2,0.26793074373816816,0.01473488766882775,2
0.2,2,0.19509835118869953,0.011164750854995204,100
0.2,100,0.3380259288035855,0.01602121036184877,42
0.2,100,0.2836546426725292,0.014336307466874748,0
0.2,100,0.3202239704924631,0.017013930161066552,1
0.2,100,0.26793074373816816,0.01473488766882775,2
0.2,100,0.19509835118869953,0.011164750854995204,100
0.25,42,0.29441334437099775,0.015921915883809767,42
0.25,42,0.2649988035557246,0.014114602116954766,0
0.25,42,0.3316034983706672,0.01558563659619631,1
0.25,42,0.29903237314854975,0.014169883953662412,2
0.25,42,0.2944004126410046,0.014713817323072139,100
0.25,0,0.32682272827759357,0.016472118711458917,42
0.25,0,0.2544235190408498,0.01574824764963838,0
0.25,0,0.2963941736417705,0.015466203693770811,1
0.25,0,0.31024172978492437,0.016247477216403895,2
0.25,0,0.271748178929464,0.015012316803472673,100
0.25,1,0.2840717216632778,0.01600827045224393,42
0.25,1,0.31638069697030924,0.015419388223625416,0
0.25,1,0.3258356501450135,0.015817672184994403,1
0.25,1,0.2682341945821152,0.01454037858960838,2
0.25,1,0.2782741139839931,0.014234515847424146,100
0.25,2,0.3068382131813726,0.014937450953516937,42
0.25,2,0.3002133552079378,0.014530668301923337,0
0.25,2,0.3098496589011093,0.015381818817845143,1
0.25,2,0.23676302798133253,0.012277758939665906,2
0.25,2,0.2718018041833667,0.014442439508871753,100
0.25,100,0.2869561152300702,0.01619798414806288,42
0.25,100,0.28127439552756006,0.014851245527846604,0
0.25,100,0.2750998320503469,0.015338882888744819,1
0.25,100,0.24946065120244068,0.013871652887593873,2
0.25,100,0.2848900381789764,0.015151351172761021,100
0.3,42,0.2869561152300702,0.01619798414806288,42
0.3,42,0.28127439552756006,0.014851245527846604,0
0.3,42,0.2750998320503469,0.015338882888744819,1
0.3,42,0.24946065120244068,0.013871652887593873,2
0.3,42,0.2848900381789764,0.015151351172761021,100
0.3,0,0.2869561152300702,0.01619798414806288,42
0.3,0,0.28127439552756006,0.014851245527846604,0
0.3,0,0.2750998320503469,0.015338882888744819,1
0.3,0,0.24946065120244068,0.013871652887593873,2
0.3,0,0.2848900381789764,0.015151351172761021,100
0.3,1,0.2869561152300702,0.01619798414806288,42
0.3,1,0.28127439552756006,0.014851245527846604,0
0.3,1,0.2750998320503469,0.015338882888744819,1
0.3,1,0.24946065120244068,0.013871652887593873,2
0.3,1,0.2848900381789764,0.015151351172761021,100
0.3,2,0.2869561152300702,0.01619798414806288,42
0.3,2,0.28127439552756006,0.014851245527846604,0
0.3,2,0.2750998320503469,0.015338882888744819,1
0.3,2,0.24946065120244068,0.013871652887593873,2
0.3,2,0.2848900381789764,0.015151351172761021,100
0.3,100,0.2869561152300702,0.01619798414806288,42
0.3,100,0.28127439552756006,0.014851245527846604,0
0.3,100,0.2750998320503469,0.015338882888744819,1
