ptb_rate,seed,degree_centrality,degree_centrality_train,degree_centrality_val,degree_centrality_test,pagerank,pagerank_train,pagerank_val,pagerank_test
0.05,42.0,0.0019466746378245473,0.0019284644715108288,0.001983527209294819,0.0019462423989817124,5.2977325704598435e-05,5.2901346597358785e-05,5.336547225407611e-05,5.274113736960008e-05
0.05,0.0,0.0019466746378245473,0.0019261517130270895,0.0019852786186320202,0.0019491165066119914,5.2977325704598435e-05,5.291651553372431e-05,5.296413715355178e-05,5.3112134597393366e-05
0.05,1.0,0.0019466746378245473,0.001929895911834503,0.0019778800368806387,0.001949026690748545,5.2977325704598435e-05,5.292586800491006e-05,5.3036645980494036e-05,5.30209208280796e-05
0.05,2.0,0.0019466746378245473,0.0019311645609056808,0.0019249223583961694,0.0019994470710906595,5.2977325704598435e-05,5.2888351948427385e-05,5.285734933413726e-05,5.327524958740172e-05
0.05,100.0,0.0019466746378245473,0.0019262639828563969,0.0020035786008091847,0.0019305919847762108,5.2977325704598435e-05,5.288919860277692e-05,5.315865658883672e-05,5.2972249024003174e-05
0.1,42.0,0.0019466746378245473,0.0019284644715108288,0.001983527209294819,0.0019462423989817124,5.2977325704598435e-05,5.2901346597358785e-05,5.336547225407611e-05,5.274113736960008e-05
0.1,0.0,0.0019466746378245473,0.0019261517130270895,0.0019852786186320202,0.0019491165066119914,5.2977325704598435e-05,5.291651553372431e-05,5.296413715355178e-05,5.3112134597393366e-05
0.1,1.0,0.0019466746378245473,0.001929895911834503,0.0019778800368806387,0.001949026690748545,5.2977325704598435e-05,5.292586800491006e-05,5.3036645980494036e-05,5.30209208280796e-05
0.1,2.0,0.0019466746378245473,0.0019311645609056808,0.0019249223583961694,0.0019994470710906595,5.2977325704598435e-05,5.2888351948427385e-05,5.285734933413726e-05,5.327524958740172e-05
0.1,100.0,0.0019466746378245473,0.0019262639828563969,0.0020035786008091847,0.0019305919847762108,5.2977325704598435e-05,5.288919860277692e-05,5.315865658883672e-05,5.2972249024003174e-05
0.15,42.0,0.001962414867893495,0.001944221542054173,0.0019998063345444436,0.0019614100529211907,5.297732570459844e-05,5.29114274707653e-05,5.3364714356283456e-05,5.2721733520579684e-05
0.15,0.0,0.001962414867893495,0.001941847035164314,0.0020007830820594212,0.0019651823191859314,5.297732570459844e-05,5.2909680599939936e-05,5.297870851229913e-05,5.311123310621474e-05
0.15,1.0,0.001962414867893495,0.0019455014181082814,0.0019933732733251096,0.0019652833620323086,5.297732570459844e-05,5.29197117193686e-05,5.303653491558332e-05,5.303334446407321e-05
0.15,2.0,0.001962414867893495,0.0019466802513160128,0.0019406513614821862,0.002015647607459769,5.297732570459844e-05,5.288156115582413e-05,5.284848645673422e-05,5.329769405001127e-05
0.15,100.0,0.001962414867893495,0.0019421838446522371,0.0020192626959634787,0.0019460290863060278,5.297732570459844e-05,5.289446230957977e-05,5.3147524108038e-05,5.297285409119619e-05
0.2,42.0,0.001962414867893495,0.001944221542054173,0.0019998063345444436,0.0019614100529211907,5.297732570459844e-05,5.29114274707653e-05,5.3364714356283456e-05,5.2721733520579684e-05
0.2,0.0,0.001962414867893495,0.001941847035164314,0.0020007830820594212,0.0019651823191859314,5.297732570459844e-05,5.2909680599939936e-05,5.297870851229913e-05,5.311123310621474e-05
0.2,1.0,0.001962414867893495,0.0019455014181082814,0.0019933732733251096,0.0019652833620323086,5.297732570459844e-05,5.29197117193686e-05,5.303653491558332e-05,5.303334446407321e-05
0.2,2.0,0.001962414867893495,0.0019466802513160128,0.0019406513614821862,0.002015647607459769,5.297732570459844e-05,5.288156115582413e-05,5.284848645673422e-05,5.329769405001127e-05
0.2,100.0,0.001962414867893495,0.0019421838446522371,0.0020192626959634787,0.0019460290863060278,5.297732570459844e-05,5.289446230957977e-05,5.3147524108038e-05,5.297285409119619e-05
0.25,42.0,0.00196240925440203,0.0019442159285627074,0.0019998063345444436,0.0019613988259382597,5.2977325704598435e-05,5.291144805323616e-05,5.336455855165065e-05,5.272184816027077e-05
0.25,0.0,0.00196240925440203,0.0019418414216728485,0.0020007830820594212,0.0019651710922030004,5.2977325704598435e-05,5.290888503036535e-05,5.2979402320420755e-05,5.311213043724229e-05
0.25,1.0,0.00196240925440203,0.0019454901911253506,0.0019933732733251096,0.0019652833620323086,5.2977325704598435e-05,5.2919370745847264e-05,5.3036630420783134e-05,5.3033930905916085e-05
0.25,2.0,0.00196240925440203,0.0019466802513160128,0.0019406289075163247,0.002015647607459769,5.2977325704598435e-05,5.288231388997888e-05,5.284705507616528e-05,5.3297619962270704e-05
0.25,100.0,0.00196240925440203,0.0019421782311607716,0.002019251468980548,0.0019460290863060278,5.2977325704598435e-05,5.2894013276410846e-05,5.314640627530937e-05,5.2974869990262676e-05
0.3,42.0,0.00196240925440203,0.0019442159285627074,0.0019998063345444436,0.0019613988259382597,5.2977325704598435e-05,5.291144805323616e-05,5.336455855165065e-05,5.272184816027077e-05
0.3,0.0,0.00196240925440203,0.0019418414216728485,0.0020007830820594212,0.0019651710922030004,5.2977325704598435e-05,5.290888503036535e-05,5.2979402320420755e-05,5.311213043724229e-05
0.3,1.0,0.00196240925440203,0.0019454901911253506,0.0019933732733251096,0.0019652833620323086,5.2977325704598435e-05,5.2919370745847264e-05,5.3036630420783134e-05,5.3033930905916085e-05
0.3,2.0,0.00196240925440203,0.0019466802513160128,0.0019406289075163247,0.002015647607459769,5.2977325704598435e-05,5.288231388997888e-05,5.284705507616528e-05,5.3297619962270704e-05
0.3,100.0,0.00196240925440203,0.0019421782311607716,0.002019251468980548,0.0019460290863060278,5.2977325704598435e-05,5.2894013276410846e-05,5.314640627530937e-05,5.2974869990262676e-05
