ptb_rate,seed,label_homophily_macro,label_homophily_micro,sens_homophily_macro,sens_homophily_micro
0.05,42.0,0.7823115681171773,0.8029873546366696,0.5736181762677234,0.5696975759087193
0.05,0.0,0.7823590451037516,0.8028990926478263,0.5736849907275472,0.5698450027637446
0.05,1.0,0.7821667256091479,0.8027433792180408,0.5736221817181583,0.5695136396874645
0.05,2.0,0.7825104716396244,0.8033955399885414,0.5736613691007243,0.5696082887095333
0.05,100.0,0.7821124005816221,0.8024893019783245,0.5736293035952346,0.5696916243230455
0.1,42.0,0.7821124005816221,0.8024893019783245,0.5736293035952346,0.5696916243230455
0.1,0.0,0.7821124005816221,0.8024893019783245,0.5736293035952346,0.5696916243230455
0.1,1.0,0.7821124005816221,0.8024893019783245,0.5736293035952346,0.5696916243230455
0.1,2.0,0.7821124005816221,0.8024893019783245,0.5736293035952346,0.5696916243230455
0.1,100.0,0.7821124005816221,0.8024893019783245,0.5736293035952346,0.5696916243230455
0.15,42.0,0.7702300389594297,0.783648455742299,0.6221721166546272,0.623627295211099
0.15,0.0,0.7705218916303822,0.7838674997764848,0.6222242380261248,0.6234058080745403
0.15,1.0,0.7706208190816357,0.7841664196586186,0.6223537246117989,0.6232375421821316
0.15,2.0,0.7704871943698759,0.784169786473708,0.6221976347674671,0.6236586859664319
0.15,100.0,0.7704125100453779,0.784166682701155,0.6221215838162164,0.6235494867955613
0.2,42.0,0.7704125100453779,0.784166682701155,0.6221215838162164,0.6235494867955613
0.2,0.0,0.7704125100453779,0.784166682701155,0.6221215838162164,0.6235494867955613
0.2,1.0,0.7704125100453779,0.784166682701155,0.6221215838162164,0.6235494867955613
0.2,2.0,0.7704125100453779,0.784166682701155,0.6221215838162164,0.6235494867955613
0.2,100.0,0.7704125100453779,0.784166682701155,0.6221215838162164,0.6235494867955613
0.25,42.0,0.7590090294477971,0.7663967437396831,0.6708713341500673,0.6751456592629357
0.25,0.0,0.7589853542883237,0.7667344937705414,0.6708207707218827,0.6754802004953874
0.25,1.0,0.758856479536159,0.7664215159922503,0.670755706568562,0.6750792393540471
0.25,2.0,0.7581727182386859,0.7658751375356636,0.6706174808424779,0.6752653962409133
0.25,100.0,0.7590120503037499,0.7670965681236075,0.6706391282938957,0.6754005364402597
0.3,42.0,0.7590120503037499,0.7670965681236075,0.6706391282938957,0.6754005364402597
0.3,0.0,0.7590120503037499,0.7670965681236075,0.6706391282938957,0.6754005364402597
0.3,1.0,0.7590120503037499,0.7670965681236075,0.6706391282938957,0.6754005364402597
0.3,2.0,0.7590120503037499,0.7670965681236075,0.6706391282938957,0.6754005364402597
0.3,100.0,0.7590120503037499,0.7670965681236075,0.6706391282938957,0.6754005364402597
