ptb_rate,seed,degree_centrality,degree_centrality_train,degree_centrality_val,degree_centrality_test,pagerank,pagerank_train,pagerank_val,pagerank_test
0.05,42.0,0.0019468205886026475,0.001930030635629672,0.0019831903998068956,0.0019440306833443497,5.2977325704598435e-05,5.293118613905133e-05,5.334594041262579e-05,5.270099012766529e-05
0.05,0.0,0.0019468205886026475,0.001926595178852855,0.0019854245694101206,0.0019486674272947602,5.2977325704598435e-05,5.292524123593739e-05,5.296552473006959e-05,5.3093295616449364e-05
0.05,1.0,0.0019468205886026475,0.0019304348070151801,0.0019769257433315227,0.0019494869970487067,5.2977325704598435e-05,5.292332769585133e-05,5.3040614340467156e-05,5.30220330862239e-05
0.05,2.0,0.0019468205886026475,0.0019300755435613954,0.0019261124185868314,0.002001018848700968,5.2977325704598435e-05,5.2871522329826075e-05,5.287185770234504e-05,5.329440045639654e-05
0.05,100.0,0.0019468205886026475,0.0019259833082831276,0.0020042634467679617,0.001931052291076373,5.2977325704598435e-05,5.2882576146909633e-05,5.315579951846348e-05,5.2988351006111e-05
0.1,42.0,0.0019468205886026475,0.0019280266191765284,0.001985166348802712,0.0019460627672548204,5.2977325704598435e-05,5.2904632385928833e-05,5.3364050392958286e-05,5.273598765357779e-05
0.1,0.0,0.0019468205886026475,0.0019262639828563969,0.0019852337107002967,0.0019495206779974992,5.2977325704598435e-05,5.2925742673320465e-05,5.294886973294019e-05,5.3108947738812614e-05
0.1,1.0,0.0019468205886026475,0.001930170972916307,0.0019769481972973847,0.0019499922112805915,5.2977325704598435e-05,5.293148818569495e-05,5.30269716229738e-05,5.3019354824030036e-05
0.1,2.0,0.0019468205886026475,0.0019309905426702538,0.001925090763140131,0.002000210505929952,5.2977325704598435e-05,5.2879964385067944e-05,5.287413913568018e-05,5.3275234912577665e-05
0.1,100.0,0.0019468205886026475,0.0019259833082831276,0.0020042634467679617,0.001931052291076373,5.2977325704598435e-05,5.2882576146909633e-05,5.315579951846348e-05,5.2988351006111e-05
0.15,42.0,0.0021271876828770266,0.0021098476077404432,0.002164921572507364,0.002124133943519856,5.2977325704598435e-05,5.2924356150520124e-05,5.3344311091490245e-05,5.271627942586326e-05
0.15,0.0,0.0021271876828770266,0.0021077257079665265,0.002165460467688041,0.0021278388478870114,5.2977325704598435e-05,5.2935235705367524e-05,5.296231738392217e-05,5.3076514023736524e-05
0.15,1.0,0.002127187682877026,0.002110307914040605,0.0021564901083263514,0.0021316447951005442,5.2977325704598435e-05,5.2910213102356155e-05,5.300618174158694e-05,5.308269487209447e-05
0.15,2.0,0.002127187682877026,0.002110364048955259,0.002106036047035445,0.0021819865865621434,5.297732570459844e-05,5.287181217844225e-05,5.289564086050474e-05,5.32700376010045e-05
0.15,100.0,0.0021271876828770266,0.002106080954967168,0.0021834797752919364,0.0021131090462818336,5.2977325704598435e-05,5.2892698250393304e-05,5.3122797513447565e-05,5.3001108804159567e-05
0.2,42.0,0.0021271876828770266,0.0021099823315356126,0.0021634508377434327,0.0021253352306934486,5.2977325704598435e-05,5.293342350106746e-05,5.3303051399155366e-05,5.273940441710346e-05
0.2,0.0,0.0021271876828770266,0.002107164358819988,0.0021646858058658176,0.0021297362080023126,5.2977325704598435e-05,5.294278010071189e-05,5.293143888518009e-05,5.3092303731789874e-05
0.2,1.0,0.0021271876828770266,0.0021094546633378666,0.002158567100168545,0.002131274304663829,5.2977325704598435e-05,5.2923545213140654e-05,5.302249890154613e-05,5.3039713490566316e-05
0.2,2.0,0.0021271876828770266,0.0021100160124844047,0.0021079783150824687,0.0021807403914568275,5.2977325704598435e-05,5.2871715506740095e-05,5.2927747328080174e-05,5.3238124476833376e-05
0.2,100.0,0.0021271876828770266,0.002106080954967168,0.0021834797752919364,0.0021131090462818336,5.2977325704598435e-05,5.2892698250393304e-05,5.3122797513447565e-05,5.3001108804159567e-05
0.25,42.0,0.0023075547771514056,0.0022911689955639383,0.0023440593121508233,0.0023038218053269225,5.2977325704598435e-05,5.294794510478906e-05,5.328116295955943e-05,5.273224964925621e-05
0.25,0.0,0.002307554777151406,0.0022885867894898593,0.0023450023787170084,0.0023080431509088944,5.2977325704598435e-05,5.293646828726415e-05,5.2966529253316114e-05,5.3069836990549334e-05
0.25,1.0,0.0023075547771514056,0.002291270038410315,0.0023353920813282644,0.002312286950456728,5.2977325704598435e-05,5.292913848304415e-05,5.296197712002059e-05,5.308904873228484e-05
0.25,2.0,0.002307554777151405,0.002290820959093084,0.0022852411485764887,0.0023633360418429655,5.297732570459844e-05,5.2879529792525544e-05,5.2889469780825766e-05,5.326077345251688e-05
0.25,100.0,0.0023075547771514056,0.002287907557022548,0.0023635942624503727,0.0022908097321101533,5.2977325704598435e-05,5.2920330653443375e-05,5.311688885686914e-05,5.2951752654637835e-05
0.3,42.0,0.0023075547771514056,0.0022904448551649033,0.002343464282055492,0.0023058651162203236,5.2977325704598435e-05,5.293508506137235e-05,5.327899909820422e-05,5.2760133597444817e-05
0.3,0.0,0.0023075547771514056,0.002286986944422224,0.0023445869803485698,0.0023116582394126037,5.2977325704598435e-05,5.293683334569971e-05,5.292478677371623e-05,5.31108493532781e-05
0.3,1.0,0.0023075547771514056,0.002289277248940102,0.0023379967413682044,0.002313667869357213,5.2977325704598435e-05,5.2915128221101316e-05,5.301309777340857e-05,5.306594860278254e-05
0.3,2.0,0.0023075547771514056,0.002289614058428026,0.0022887664212167523,0.0023622245705328185,5.2977325704598435e-05,5.2875589383450395e-05,5.292135318937492e-05,5.323677086211803e-05
0.3,100.0,0.0023075547771514056,0.002287907557022548,0.0023635942624503727,0.0022908097321101533,5.2977325704598435e-05,5.2920330653443375e-05,5.311688885686914e-05,5.2951752654637835e-05
