ptb_rate,seed,degree_centrality,degree_centrality_train,degree_centrality_val,degree_centrality_test,pagerank,pagerank_train,pagerank_val,pagerank_test,closeness_centrality,closeness_centrality_train,closeness_centrality_val,closeness_centrality_test,betweeness_centrality,betweeness_centrality_train,betweeness_centrality_val,betweeness_centrality_test
0.05,42.0,0.14426065162907264,0.16010995230010508,0.1439312567132116,0.14247156352419513,0.0024999999999999996,0.0026178603761418894,0.002493927997717017,0.0024785929450063904,0.5271643326229623,0.5343934873883855,0.1439312567132116,0.5294422178070602,0.0022798831248976707,0.00282187669709289,0.0022950161022798252,0.0018931485325467045
0.05,0.0,0.14426065162907264,0.14841943568598914,0.1578947368421053,0.15191825718141508,0.0024999999999999996,0.002528218371525659,0.0025906233284784903,0.002561272050735651,0.5271643326229623,0.5304189587408766,0.1578947368421053,0.5313369910640068,0.0022798831248976707,0.002394311916415286,0.002593738915984746,0.002447903460107598
0.05,1.0,0.14426065162907264,0.15611609669334625,0.15073397780164696,0.14369256474519637,0.0024999999999999996,0.0025917304765816058,0.002547445357577036,0.0024776865055528316,0.5271643326229623,0.5339922777045901,0.15073397780164696,0.5291034913466739,0.0022798831248976707,0.0025773291245773664,0.002768400491875546,0.0019117930933292132
0.05,2.0,0.14426065162907264,0.16366723259762309,0.14292224066660159,0.136398689030268,0.0024999999999999996,0.0026279781397409194,0.0025132610420655695,0.0024394019479206442,0.5271643326229623,0.5363934518634731,0.14292224066660159,0.5266342032614951,0.0022798831248976707,0.0028379364900474563,0.002253789288533687,0.0019019331062709998
0.05,100.0,0.14426065162907264,0.14575147546285067,0.14243400709566117,0.17248248827196194,0.0024999999999999996,0.0025105447247261584,0.0024843210519173344,0.0027013321859809263,0.5271643326229623,0.5287592481163982,0.14243400709566117,0.5406845858797737,0.0022798831248976707,0.002325648068974406,0.0018869031605667154,0.0032821246078066344
0.1,42.0,0.14426065162907264,0.16010995230010508,0.1439312567132116,0.14247156352419513,0.0024999999999999996,0.0026178603761418894,0.002493927997717017,0.0024785929450063904,0.5271643326229623,0.5343934873883855,0.1439312567132116,0.5294422178070602,0.0022798831248976707,0.00282187669709289,0.0022950161022798252,0.0018931485325467045
0.1,0.0,0.14426065162907264,0.14841943568598914,0.1578947368421053,0.15191825718141508,0.0024999999999999996,0.002528218371525659,0.0025906233284784903,0.002561272050735651,0.5271643326229623,0.5304189587408766,0.1578947368421053,0.5313369910640068,0.0022798831248976707,0.002394311916415286,0.002593738915984746,0.002447903460107598
0.1,1.0,0.14426065162907264,0.15611609669334625,0.15073397780164696,0.14369256474519637,0.0024999999999999996,0.0025917304765816058,0.002547445357577036,0.0024776865055528316,0.5271643326229623,0.5339922777045901,0.15073397780164696,0.5291034913466739,0.0022798831248976707,0.0025773291245773664,0.002768400491875546,0.0019117930933292132
0.1,2.0,0.14426065162907264,0.16366723259762309,0.14292224066660159,0.136398689030268,0.0024999999999999996,0.0026279781397409194,0.0025132610420655695,0.0024394019479206442,0.5271643326229623,0.5363934518634731,0.14292224066660159,0.5266342032614951,0.0022798831248976707,0.0028379364900474563,0.002253789288533687,0.0019019331062709998
0.1,100.0,0.14426065162907264,0.14575147546285067,0.14243400709566117,0.17248248827196194,0.0024999999999999996,0.0025105447247261584,0.0024843210519173344,0.0027013321859809263,0.5271643326229623,0.5287592481163982,0.14243400709566117,0.5406845858797737,0.0022798831248976707,0.002325648068974406,0.0018869031605667154,0.0032821246078066344
