ptb_rate,seed,community_label_correlation,community_sens_correlation,seed_comm
0.05,42,0.03363139032958451,0.06442028331560906,42
0.05,42,0.033848945854767186,0.0617491425179167,0
0.05,42,0.034381724710870525,0.0680804617141263,1
0.05,42,0.03655791401194129,0.06605236837020771,2
0.05,42,0.035313249982260354,0.06954128426187316,100
0.05,0,0.03363139032958451,0.06442028331560906,42
0.05,0,0.033848945854767186,0.0617491425179167,0
0.05,0,0.034381724710870525,0.0680804617141263,1
0.05,0,0.03655791401194129,0.06605236837020771,2
0.05,0,0.035313249982260354,0.06954128426187316,100
0.05,1,0.03363139032958451,0.06442028331560906,42
0.05,1,0.033848945854767186,0.0617491425179167,0
0.05,1,0.034381724710870525,0.0680804617141263,1
0.05,1,0.03655791401194129,0.06605236837020771,2
0.05,1,0.035313249982260354,0.06954128426187316,100
0.05,2,0.03363139032958451,0.06442028331560906,42
0.05,2,0.033848945854767186,0.0617491425179167,0
0.05,2,0.034381724710870525,0.0680804617141263,1
0.05,2,0.03655791401194129,0.06605236837020771,2
0.05,2,0.035313249982260354,0.06954128426187316,100
0.05,100,0.03363139032958451,0.06442028331560906,42
0.05,100,0.033848945854767186,0.0617491425179167,0
0.05,100,0.034381724710870525,0.0680804617141263,1
0.05,100,0.03655791401194129,0.06605236837020771,2
0.05,100,0.035313249982260354,0.06954128426187316,100
0.1,42,0.03363139032958451,0.06442028331560906,42
0.1,42,0.033848945854767186,0.0617491425179167,0
0.1,42,0.034381724710870525,0.0680804617141263,1
0.1,42,0.03655791401194129,0.06605236837020771,2
0.1,42,0.035313249982260354,0.06954128426187316,100
0.1,0,0.03363139032958451,0.06442028331560906,42
0.1,0,0.033848945854767186,0.0617491425179167,0
0.1,0,0.034381724710870525,0.0680804617141263,1
0.1,0,0.03655791401194129,0.06605236837020771,2
0.1,0,0.035313249982260354,0.06954128426187316,100
0.1,1,0.03363139032958451,0.06442028331560906,42
0.1,1,0.033848945854767186,0.0617491425179167,0
0.1,1,0.034381724710870525,0.0680804617141263,1
0.1,1,0.03655791401194129,0.06605236837020771,2
0.1,1,0.035313249982260354,0.06954128426187316,100
0.1,2,0.03363139032958451,0.06442028331560906,42
0.1,2,0.033848945854767186,0.0617491425179167,0
0.1,2,0.034381724710870525,0.0680804617141263,1
0.1,2,0.03655791401194129,0.06605236837020771,2
0.1,2,0.035313249982260354,0.06954128426187316,100
0.1,100,0.03363139032958451,0.06442028331560906,42
0.1,100,0.033848945854767186,0.0617491425179167,0
0.1,100,0.034381724710870525,0.0680804617141263,1
0.1,100,0.03655791401194129,0.06605236837020771,2
0.1,100,0.035313249982260354,0.06954128426187316,100
0.15,42,0.024429556800123153,0.054582613883080285,42
0.15,42,0.023185253997246205,0.056225948091430014,0
0.15,42,0.022954545011434704,0.052994210278491154,1
0.15,42,0.026708137272717238,0.0557757252615641,2
0.15,42,0.023697838130276674,0.05666642298639831,100
0.15,0,0.024429556800123153,0.054582613883080285,42
0.15,0,0.023185253997246205,0.056225948091430014,0
0.15,0,0.022954545011434704,0.052994210278491154,1
